Unnamed: 0,costOfRevenue,ebit,grossProfit,incomeBeforeTax,incomeTaxExpense,interestExpense,minorityInterest,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,operatingIncome,otherOperatingExpenses,sellingGeneralAdministrative,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,accountsPayable,capitalSurplus,cash,commonStock,deferredLongTermAssetCharges,deferredLongTermLiab,goodWill,intangibleAssets,inventory,longTermDebt,longTermInvestments,minorityInterest.1,netReceivables,netTangibleAssets,otherAssets,otherCurrentAssets,otherCurrentLiab,otherLiab,otherStockholderEquity,propertyPlantEquipment,retainedEarnings,shortLongTermDebt,shortTermInvestments,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalStockholderEquity,treasuryStock,class,start_price,end_price,percentage_change,binary,sector,dilutedEPS,marketPricePerShare,PE_ratio,ROE,ROCE,grossProfitMargin,netProfitMargin,coverageRatio,currentRatio,quickRatio,debtToEquityRatio,totalAssetTurnover,ROA
AALI.jk,1.55E+13,2.33E+12,3.54E+12,2.21E+12,6.86E+11,-2.14E+11,4.85E+11,1.44E+12,1.44E+12,1.52E+12,2.33E+12,83624000000,1.13E+12,1.68E+13,-1.19E+11,1.91E+13,1.09E+12,3.88E+12,49082000000,9.62E+11,8.39E+11,1.4E+11,55951000000,1.4E+11,2.68E+12,3.61E+12,1.73E+11,4.85E+11,6.63E+11,1.89E+13,3.99E+12,1.11E+12,6.12E+11,7E+11,-33444000000,1.81E+13,1.42E+13,1.18318E+12,1.4E+11,2.69E+13,4.5E+12,3.08E+12,7.38E+12,1.9E+13,-33444000000,FALSE,11574.69629,10759.93066,-0.070391966,0,consumer_noncylicals,747.4,12409.03846,16.60294148,0.075789474,0.097816961,0.185340314,0.07539267,-10.88785047,1.461038961,0.27665,3.22391249,0.710037175,0.053531599
ACES.jk,3.99E+12,1.2E+12,3.25E+12,1.21E+12,2.31E+11,-714503007,10052978822,9.65E+11,9.65E+11,9.76E+11,1.2E+12,-1.31E+11,2.18E+12,6.04E+12,4048186539,7.24E+12,1.98E+11,4.04E+11,7.99E+11,1.72E+11,1.13E+11,1.4E+11,1.4E+11,8001850383,3E+12,1.4E+11,1.4E+11,10052978822,36642626059,4.22E+12,6.56E+11,54982451169,1.63E+11,4.55E+11,239797199,5.61E+11,3.67E+12,1.4E+11,6224968013,5.32E+12,4.1E+12,6.31E+11,1.09E+12,4.23E+12,-19226545201,TRUE,1050.829834,1381.124756,0.314318181,1,consumer_cylicals,56.49,1346.615385,23.83811976,0.228132388,0.255918106,0.448895028,0.133287293,-1679.489083,6.497622821,1.334180022,0.066193853,1.360902256,0.181390977
ADRO.jk,2417015000,1012909000,1202736000,820998000,343457000,-65084000,652293000,417720000,417720000,477541000,1012909000,-4171000,193998000,2606842000,-191911000,3619751000,341766000,1154494000,927896000,342940000,27336000,1.4E+11,793610000,1.4E+11,112005000,1085959000,591785000,652293000,385734000,2856789000,168642000,85512000,181903000,730372000,-8312000,3906424000,2161277000,182671000,89147000,7060755000,1600294000,816443000,2758063000,3650399000,-8312000,FALSE,1208.464233,841.6401367,-0.303545679,-1,energy,0.01,1881.576923,188157.6923,0.114431327,0.162213067,0.332270369,0.115400203,-15.56310307,1.960080496,1.718156687,0.347531873,0.512657782,0.059160812
AKRA.jk,2.2E+13,9.69E+11,1.55E+12,9.15E+11,2.51E+11,-86484498000,1.56E+12,1.64E+12,1.64E+12,6.63E+11,9.69E+11,-53150773000,6.34E+11,2.26E+13,-54042261000,2.35E+13,5E+12,1.29E+12,2.17E+12,4.01E+11,2.53E+11,1.4E+11,4.16331E+11,1.4E+11,4.11E+12,1.8E+12,4.18E+11,1.56E+12,4.65E+12,8.37E+12,3.33E+12,2.86E+11,2.98E+11,1.48E+11,2.72E+11,4.92E+12,6.41E+12,1.11E+12,6.62216E+11,1.99E+13,1.13E+13,8.06E+12,1E+13,8.37E+12,2.72E+11,FALSE,1032.81604,731.6519165,-0.291595126,-1,energy,82.69,939.3615385,11.36003796,0.195937873,0.081841216,0.065957447,0.069787234,-11.20432011,1.401985112,168.7540784,0.347670251,1.180904523,0.08241206
ANTM.jk,2.06E+13,1.85E+12,4.69E+12,2.01E+12,3.77E+11,-5.28E+11,18970000,1.64E+12,1.64E+12,1.64E+12,1.85E+12,2.98E+11,2.5E+12,2.34E+13,1.67E+11,2.53E+13,8.68E+11,3.93E+12,4.3E+12,2.4E+12,1.41E+11,1.75382E+11,1.02E+11,50860511000,1.85E+12,7.35E+12,1.15E+12,18970000,9.95E+11,1.83E+13,2.66E+12,1.78E+11,8.98E+11,8.37E+11,3.96E+12,2.09E+13,8.15E+12,1.12E+12,1.4E+11,3.22E+13,7.34E+12,5.56E+12,1.37E+13,1.84E+13,3.96E+12,TRUE,596.9009399,732.2533569,0.226758592,1,basic_materials,181.77,814.1538462,4.479033098,0.089130435,0.069444444,0.185375494,0.064822134,-3.503787879,1.320143885,0.977517986,0.460326087,0.785714286,0.050931677
APIC.jk,1.6E+11,0,2.64E+11,78692070821,8292348150,-3.87614E+11,64851872641,67513818889,67513818889,70399722671,67197754979,5026733161,1.88E+11,3.57E+11,11494315842,4.24E+11,5.31E+11,43468025404,1.43E+11,1.22E+12,9399249956,1.4E+11,1.4E+11,652263824,1.4E+11,1.4E+11,63751080000,64851872641,1.36E+12,1.66E+12,1.3E+11,11641584526,11850822202,1.64E+11,4401604237,1.82E+11,3.98E+11,1.74E+11,1.4E+11,2.9E+12,2.52E+12,1E+12,1.17E+12,1.66E+12,4401604237,TRUE,466,540,0.158798283,1,financials,5.74,504.4807692,87.88863575,0.040670975,0,0.622641509,0.159230705,-403.5260867,2.52,1.643,0.189156627,0.146206897,0.023280627
APLN.jk,2.64E+12,1.14E+12,2.4E+12,3.89E+11,1.83E+11,-7.2E+11,3.34E+12,41607143000,41607143000,2.06E+11,1.14E+12,59956154000,1.2E+12,3.89E+12,-7.52E+11,5.04E+12,1.03E+12,1.03E+12,8.46E+11,1.94E+12,1.03E+11,30495281000,30334910000,1.4E+11,3.69E+12,7.32E+12,5.87E+11,3.34E+12,1.68E+12,8.75E+12,1.63E+13,1.77E+12,3.51E+12,2.25E+12,81888989000,4.43E+12,5.74E+12,3.03E+12,1.4E+11,2.96E+13,8.28E+12,7.89E+12,1.75E+13,8.78E+12,81888989000,FALSE,210,152,-0.276190476,-1,properties_realestate,1.53,183.4653846,119.9120161,0.004738855,0.052510364,0.476190476,0.008255386,-1.583333333,1.049429658,0.337896071,1.17881549,0.17027027,0.001405647
ASII.jk,1.95E+14,2.82E+13,4.47E+13,3.5E+13,7.62E+12,-3.11E+12,3.74E+13,2.17E+13,2.17E+13,2.74E+13,2.82E+13,2.85665E+11,1.65E+13,2.11E+14,6.83E+12,2.39E+14,4.19E+13,1.14E+12,2.52E+13,2.02E+12,4.21E+12,1.4E+11,4.41E+12,8.8E+12,2.65E+13,4E+13,3.82E+13,3.74E+13,3.56E+13,1.24E+14,3.65E+13,3.32E+12,1.75E+13,1.35E+13,6.05E+12,8.07E+13,1.28E+14,2.58E+13,5.91E+11,3.45E+14,1.31E+14,1.16E+14,1.7E+14,1.37E+14,6.05E+12,TRUE,7089.832031,7214.78418,0.017624134,0,industrials,535,7534.807692,14.0837527,0.158394161,0.123144105,0.187029289,0.090794979,-9.067524116,1.129310345,0.529232759,0.480291971,0.692753623,0.062898551
ASSA.jk,1.2E+12,3.56E+11,6.61E+11,1.83E+11,41089431409,-1.75E+11,52161763330,1.44E+11,1.44E+11,1.42E+11,3.56E+11,51623957992,2.53E+11,1.51E+12,-1.73E+11,1.86E+12,41776117456,3.75E+11,2.28E+11,3.4E+11,2305386434,1.4E+11,4.16331E+11,8766960657,41555654253,1.6E+12,4.71266E+12,52161763330,2.39E+11,1.08E+12,3.04E+12,7670287023,1.51E+11,1.7E+11,1.4E+11,4.79E+11,3.72E+11,7.27E+11,1.4E+11,4.06E+12,5.37E+11,1.15E+12,2.92E+12,1.09E+12,1.4E+11,TRUE,194.2864532,364,0.873522286,1,transportation_logistic,38.98,262.9538462,6.745865731,0.132110092,0.12233677,0.355376344,0.077419355,-2.034285714,0.466956522,0.527826087,2.134862385,0.458128079,0.03546798
BBCA.jk,1.29E+12,0,5.91E+13,3.27E+13,6.85E+12,-3.87614E+11,93743000000,2.59E+13,2.59E+13,2.59E+13,3.28E+13,2.51E+12,2.38E+13,2.76E+13,-90038000000,6.04E+13,6.37E+14,5.55E+12,5.98E+13,1.54E+12,3.15E+12,1.4E+11,1.68E+11,5.12E+11,5.37E+11,7.31E+11,1.09E+14,93743000000,2.26E+11,1.51E+14,5.58E+14,5.97E+13,1.33E+13,1.93E+13,9E+12,1.93E+13,1.36E+14,1.93E+12,1.13E+13,8.25E+14,1.38E+14,6.53E+14,6.73E+14,1.52E+14,9E+12,TRUE,3965.378174,4759.14209,0.200173573,1,financials,209.8,4690.942308,22.35911491,0.170394737,0,0.978476821,0.428807947,-403.5260867,0.211332312,0.109228178,0.017506579,0.073212121,0.031393939
BBNI.jk,5.83E+11,0,3.88E+13,1.98E+13,4.73E+12,-3.87614E+11,2.3E+12,1.5E+13,1.5E+13,1.51E+13,1.86E+13,2.34E+12,1.79E+13,2.08E+13,1.24E+12,3.94E+13,5.93E+14,1.46E+13,6.33E+13,9.05E+12,1.68E+12,4.46E+11,1.4E+11,1.4E+11,9.6E+11,4.14E+13,1.16E+14,2.3E+12,3.43E+12,1.08E+14,5.28E+14,6.18E+13,2.32E+13,1.56E+13,1.34E+13,2.61E+13,7.1E+13,1.18318E+12,3.17E+12,8.09E+14,1.39E+14,6.41E+14,6.98E+14,1.08E+14,1.34E+13,FALSE,8522.605469,7792.097656,-0.085714142,0,financials,805,8217.211538,10.2077162,0.138888889,0,0.984771574,0.38071066,-403.5260867,0.216848674,0.109048362,3.22391249,0.048702101,0.018541409
BBRI.jk,1.19E+12,0,7.63E+13,4.18E+13,9.34E+12,-3.87614E+11,2.31E+12,3.24E+13,3.24E+13,3.24E+13,3.59E+13,5.2E+12,3.52E+13,4.16E+13,5.88E+12,7.75E+13,0,0,1.98E+11,6167291000,0,0,17300589000,17300589000,0,73092632000,1.87E+11,0,0,0,1.3E+12,0,0,0,16692548000,26900000000,1.6E+11,0,1.98E+11,1.3E+12,0,0,1.11E+12,1.82968E+14,0,TRUE,2935.489258,3033.385742,0.033349291,0,financials,264.66,3339.884615,12.61952926,0.177080145,0,0.984516129,0.418064516,-403.5260867,2.5053161,168.7540784,0.000399483,59.61538462,24.92307692
BBTN.jk,9.24E+11,0,9.52E+12,3.61E+12,8.02E+11,-3.87614E+11,1.6851E+12,2.81E+12,2.81E+12,2.81E+12,4E+12,3.49E+11,5.18E+12,6.45E+12,-3.85E+11,1.04E+13,2.14E+14,2.05E+12,2.93E+13,5.3E+12,2.6E+11,1.74E+11,1.4E+11,1.4E+11,77591000000,2.2E+13,1.24E+13,1.4E+11,1.1E+12,2.38E+13,2.36E+14,1.93E+13,2.71E+12,2.48E+13,2.78E+12,5.02E+12,1.37E+13,1.56E+13,1E+11,3.06E+14,5.34E+13,2.36E+14,2.83E+14,2.38E+13,2.78E+12,FALSE,3290.216797,2373.257568,-0.278692647,-1,financials,265,2950.846154,11.13526851,0.118067227,0,0.915384615,0.270192308,-403.5260867,0.226271186,0.129237288,1.579831933,0.033986928,0.009183007
BDMN.jk,0,0,1.53E+13,4.93E+12,1.35E+12,-3.87614E+11,6.29E+11,3.92E+12,3.92E+12,3.57E+12,4.97E+12,5.41E+12,4.96E+12,1.04E+13,-47772000000,1.53E+13,1.04E+14,7.26E+12,4.21E+12,5.9E+12,2.69E+12,1.75382E+11,4.16331E+11,1.59E+12,6.46E+11,2.46E+13,2E+13,6.29E+11,3.04521E+12,3.97E+13,1.36E+14,1.34E+13,1.05E+13,2.78E+12,-2.27E+11,1.9E+12,2.84E+13,1.18318E+12,8.83E+12,1.87E+14,2.75E+13,1.17E+14,1.45E+14,4.13E+13,-2.27E+11,TRUE,5350.625488,5978.625,0.117369364,1,financials,409.21,6794.519231,16.60399118,0.094915254,0,1,0.25620915,-403.5260867,0.235042735,168.7540784,3.22391249,0.081818182,0.020962567
BEST.jk,2.72E+11,5.7E+11,6.9E+11,4.47E+11,24895991937,-1.41E+11,466805331,4.23E+11,4.23E+11,4.23E+11,5.7E+11,3714903561,1.17E+11,3.93E+11,-1.22E+11,9.63E+11,31445500426,1.97E+11,1.13E+12,9.65E+11,1.4E+11,1.4E+11,1.4E+11,1.4E+11,1.25E+12,1.7E+12,80636298860,466805331,1.45E+11,4.17E+12,3.27E+12,2.32E+11,92336626468,59680632167,33892188336,1.81E+11,2.98E+12,1.94E+11,1.4E+11,6.29E+12,2.76E+12,3.55E+11,2.12E+12,4.17E+12,33892188336,FALSE,232.8334961,200.9457397,-0.136955193,0,properties_realestate,43.81,236.6961538,5.402788263,0.101438849,0.096040438,0.716510903,0.439252336,-4.042553191,7.774647887,3.985915493,0.454196643,0.153100159,0.067249603
BFIN.jk,60837000000,0,3.31E+12,1.84E+12,3.72E+11,-3.87614E+11,4000000,1.47E+12,1.47E+12,1.47E+12,1.83E+12,-92559000000,1.56E+12,1.54E+12,9288000000,3.37E+12,1.25E+11,5.53E+11,7.55E+11,3.99E+11,68382000000,1.4E+11,1.4E+11,32374000000,1.4E+11,1.21E+13,1.4E+11,4000000,1.74E+13,6.17E+12,1.57E+11,1.47E+11,67297000000,3.14E+11,-40242000000,5.3E+11,5.54E+12,1.18318E+12,1.4E+11,1.91E+13,1.84E+13,5.04E+11,1.29E+13,6.2E+12,-2.92E+11,FALSE,538.2996216,536.9671631,-0.00247531,0,financials,98,688.7884615,7.028453689,0.237096774,0,0.982195846,0.43620178,-403.5260867,36.50793651,36.29960317,3.22391249,0.176439791,0.076963351
BJBR.jk,2.07E+11,0,6.71E+12,1.94E+12,3.85E+11,-3.87614E+11,48740000000,1.55E+12,1.55E+12,1.55E+12,2.06E+12,2.92E+11,4.36E+12,4.86E+12,-1.21E+11,6.92E+12,8.84E+13,1.06E+12,1.33E+13,2.46E+12,1.56E+11,1.35E+11,1.4E+11,1.4E+11,2.85923E+12,1.05E+13,7.37E+12,48740000000,1.09E+11,1.12E+13,8.04E+13,1.11E+13,1.65E+12,5.52E+11,1.76E+12,3.27E+12,5.96E+12,4.37E+11,2.82E+12,1.2E+14,2.92E+13,9.78E+13,1.09E+14,1.12E+13,1.76E+12,FALSE,1733.827271,1540.783447,-0.111339709,0,financials,156.93,2063.788462,13.15101295,0.138392857,0,0.969653179,0.223988439,-403.5260867,0.298568507,0.165940695,0.976517857,0.057666667,0.012916667
BJTM.jk,56854000000,0,3.91E+12,1.75E+12,4.93E+11,-3.87614E+11,1.6851E+12,1.26E+12,1.26E+12,1.26E+12,1.71E+12,2.16E+11,1.99E+12,2.26E+12,47777000000,3.97E+12,5.17E+13,5.21E+11,1.54E+13,3.74E+12,4.68E+11,21924000000,1.4E+11,1.4E+11,1.4E+11,10113000000,7.79E+12,1.4E+11,34069000000,8.47E+12,3.32E+13,4.61E+12,5.31E+11,1.98E+11,6.29E+11,9.72E+11,3.58E+12,7.26E+11,5.67E+11,6.27E+13,2.07E+13,5.4E+13,5.42E+13,8.47E+12,6.29E+11,TRUE,470.5686035,484.9058533,0.030467927,0,financials,84.15,679.9038462,8.079665433,0.148760331,0,0.98488665,0.317380353,-403.5260867,0.383333333,0.296316093,0.086908264,0.063317384,0.020095694
BMRI.jk,1.48E+12,0,6.98E+13,3.39E+13,8.09E+12,-3.87614E+11,3.76E+12,2.5E+13,2.5E+13,2.59E+13,3.39E+13,4.41E+12,3.14E+13,3.73E+13,17688000000,7.12E+13,2061493000,0,1.25E+11,11666667000,0,0,3190000000,2764726000,0,68780376000,1.79E+11,0,0,0,1.2E+12,0,0,0,47800000000,38442696000,1.22E+11,0,1.25E+11,1.2E+12,0,0,1.02E+12,1.81203E+14,0,FALSE,2999.370605,2986.018799,-0.004451536,0,financials,36.81,3638.365385,98.84176542,0.137966811,0,0.980337079,0.351123596,-403.5260867,2.5053161,168.7540784,0.000379576,59.33333333,20.83333333
BNGA.jk,0,0,1.28E+13,4.85E+12,1.37E+12,-3.87614E+11,1005000000,3.48E+12,3.48E+12,3.48E+12,4.8E+12,2.94E+11,7.71E+12,8E+12,54120000000,1.28E+13,1.92E+14,7.03E+12,1.73E+13,1.61E+12,99863000000,1.99E+11,1.4E+11,1.6E+12,2.16E+11,5.49E+12,3.24E+13,1005000000,1.58E+12,3.8E+13,1.84E+14,2.07E+13,8.07E+12,5.13E+11,2.69E+12,5.45E+12,2.85E+13,3.71E+12,5.94E+11,2.67E+14,4.37E+13,2.21E+14,2.27E+14,3.96E+13,2.44E+12,FALSE,1045.16748,725.640625,-0.305718329,-1,financials,139.67,1063.769231,7.616304367,0.087878788,0,1,0.271875,-403.5260867,0.197737557,0.088117647,0.232323232,0.047940075,0.013033708
BRIS.jk,0,0,1.36E+12,1.54E+11,47441000000,-3.87614E+11,1.6851E+12,1.07E+11,1.07E+11,1.07E+11,2.16E+11,1.91E+11,9.51E+11,1.14E+12,-61917000000,1.36E+12,8.69E+12,517000000,4.07E+12,4.86E+12,1.64E+11,1.4E+11,1.4E+11,1.4E+11,2.39E+11,1.4E+11,9.09E+12,1.4E+11,32952000000,5.03E+12,2.11E+13,2.13E+12,1.7E+11,2.39E+13,8458000000,2.21E+11,1.6E+11,1.4E+11,7E+11,3.79E+13,7.43E+12,8.94E+12,3.28E+13,5.03E+12,8458000000,FALSE,591.4371819,517.5075073,-0.125000045,0,financials,10.09,576.1077844,57.09690628,0.021272366,0,1,0.078676471,-403.5260867,0.831096197,0.537242953,0.055666004,0.035883905,0.002823219
BRPT.jk,2270124000,662201000,805437000,455809000,197643000,-194755000,1527226000,72226000,72226000,258166000,662201000,2.85665E+11,143236000,2413360000,-206392000,3075561000,569519000,126594000,800572000,947615000,313000,28705000,485814000,1198771000,275091000,2234080000,42297000,1527226000,271726000,-509769000,593733000,633927000,107958000,937959000,-29767000,2678901000,138415000,430155000,47815000,7042491000,2042975000,1168410000,4340449000,1174816000,-37808000,TRUE,439.1013794,472.7045288,0.076527087,0,basic_materials,0,420.4754579,9343.202772,0.061478563,0.112732698,0.261882954,0.023483846,-3.400174578,1.748508657,0.958664339,2.267789169,0.436714935,0.010255746
BSDE.jk,2.01E+12,2.44E+12,4.61E+12,2.03E+12,3.31E+11,-8.94E+11,4.18E+12,1.29E+12,1.29E+12,1.7E+12,2.44E+12,95229571441,2.08E+12,4.19E+12,-4.05E+11,6.63E+12,1.16E+12,6.41E+12,8.14E+12,1.92E+12,1.4E+11,1.4E+11,9302932297,1.4696E+12,9.05E+12,1.31E+13,8.83E+12,4.18E+12,5.98E+11,2.61E+13,1.36E+13,2.54E+12,3.95E+12,2.45E+12,-4.57E+11,8.73E+12,1.85E+13,5.74E+11,5.96E+11,5.21E+13,2.09E+13,6.23E+12,2.18E+13,2.61E+13,-7.45E+11,FALSE,1700,1255,-0.261764706,-1,properties_realestate,67.43,1482.980769,21.99289291,0.049425287,0.053193809,0.695324284,0.194570136,-2.729306488,3.354735152,1.49823435,0.523908046,0.127255278,0.024760077
BTPS.jk,0,0,2.81E+12,1.3E+12,3.34E+11,-3.87614E+11,200000000,9.65E+11,9.65E+11,9.65E+11,1.3E+12,45084000000,1.47E+12,1.51E+12,-1159000000,2.81E+12,7.61E+12,8.46E+11,2.55E+12,7.7E+11,99584000000,1.4E+11,1.4E+11,45734000000,2.85923E+12,1.4E+11,1.45E+12,1.4E+11,1.4E+11,3.95E+12,7.18E+12,5.53E+11,1.14E+11,27542000000,27075000000,1.77E+11,2.35E+12,1.4E+11,6.62216E+11,1.2E+13,3.19E+12,8.01E+12,8.04E+12,4E+12,27075000000,TRUE,1188.027682,1706.00769,0.435999948,1,financials,130,1639.077381,12.60828755,0.24125,0,1,0.34341637,-403.5260867,0.398252185,168.7540784,0.07,0.234166667,0.080416667
