Unnamed: 0,costOfRevenue,ebit,grossProfit,incomeBeforeTax,incomeTaxExpense,interestExpense,minorityInterest,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,operatingIncome,otherOperatingExpenses,sellingGeneralAdministrative,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,accountsPayable,capitalSurplus,cash,commonStock,deferredLongTermAssetCharges,deferredLongTermLiab,goodWill,intangibleAssets,inventory,longTermDebt,longTermInvestments,minorityInterest.1,netReceivables,netTangibleAssets,otherAssets,otherCurrentAssets,otherCurrentLiab,otherLiab,otherStockholderEquity,propertyPlantEquipment,retainedEarnings,shortLongTermDebt,shortTermInvestments,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalStockholderEquity,treasuryStock,class,start_price,end_price,percentage_change,binary,sector,dilutedEPS,marketPricePerShare,PE_ratio,ROE,ROCE,grossProfitMargin,netProfitMargin,coverageRatio,currentRatio,quickRatio,debtToEquityRatio,totalAssetTurnover,ROA
SIDO.jk,1.34E+12,8.16E+11,1.42E+12,8.68E+11,2.04E+11,-30000000,7000000,6.64E+11,6.64E+11,6.64E+11,8.16E+11,-8665000000,6.17E+11,1.95E+12,51537000000,2.76E+12,1.82E+11,7.06E+11,8.06E+11,1.5E+12,59358000000,1.4E+11,91366000000,48505000000,3.11E+11,1.4E+11,1.4E+11,7000000,4.16E+11,2.76E+12,1.01E+11,1803000000,83609000000,66634000000,1.4E+11,1.55E+12,7.55E+11,1.4E+11,1.4E+11,3.34E+12,1.54E+12,3.68E+11,4.35E+11,2.9E+12,-59279000000,TRUE,208.5135803,339.0186462,0.625882812,1,healthcare,22.13,383.7244928,17.33956136,0.228965517,0.274562584,0.514492754,0.24057971,-27200,4.184782609,3.701086957,0.096551724,0.826347305,0.198802395
SIMP.jk,1.18E+13,9.04E+11,2.29E+12,2.28E+11,4.06E+11,-7.38E+11,3.42E+12,-76566000000,-76566000000,-1.78E+11,9.04E+11,14995000000,1.37E+12,1.32E+13,-6.76E+11,1.41E+13,8.82E+11,2.5E+12,2.07E+12,3.16E+12,1.11E+12,91921000000,2.34E+12,1.4E+11,2.43E+12,4.65E+12,1.02E+12,3.42E+12,1.39E+12,1.25E+13,4.26E+12,1.08E+12,5.25E+11,3.94E+12,62259000000,2.01E+13,9.4E+12,1E+12,1.4E+11,3.47E+13,6.99E+12,7.79E+12,1.64E+13,1.49E+13,-1.99E+11,TRUE,440.0743103,444.1414795,0.009242005,0,consumer_noncylicals,-5,514.1615385,-102.8323077,-0.005138658,0.03359346,0.162411348,-0.005430213,-1.224932249,0.897304236,0.462130937,0.379194631,0.406340058,-0.002206513
SMBR.jk,1.31E+12,2.6E+11,6.87E+11,1.45E+11,69281988000,-1.17E+11,36324000,76071973000,76071973000,76074721000,2.6E+11,-12018199000,4.39E+11,1.74E+12,-1.15E+11,2E+12,4.62E+11,1.27E+12,4.66E+11,9.93E+11,2.9425E+11,1.4E+11,1.4E+11,78506745000,2.91E+11,1.26E+12,25000000,36324000,4.89E+11,3.4E+12,88658915000,1.04E+11,6544195000,98224465000,-47053530000,4.01E+12,1.26E+12,59241272000,1.4E+11,5.54E+12,1.36E+12,6.36E+11,2.06E+12,3.47E+12,-47053530000,FALSE,3779.275146,1742.479736,-0.538938111,-1,basic_materials,8,2944.365385,368.0456731,0.021922759,0.053017945,0.3435,0.038035987,-2.222222222,2.13836478,1.721698113,0.380184805,0.36101083,0.013731403
SMGR.jk,2.15E+13,4.91E+12,9.16E+12,4.1E+12,1.02E+12,-9.31E+11,1.42E+12,3.08E+12,3.08E+12,3.09E+12,4.91E+12,-1.33E+11,4.39E+12,2.58E+13,-8.02E+11,3.07E+13,4.48E+12,1.46E+12,5.25E+12,5.93E+11,5.63E+11,1.4E+11,3.33E+11,7.52E+11,3.54E+12,7.64E+12,1.41E+11,1.42E+12,5.96E+12,3.01E+13,1.07E+12,1.12E+12,5.73E+11,2.08E+12,5.27E+11,3.24E+13,2.86E+13,50136000000,8453000000,5.08E+13,1.61E+13,8.18E+12,1.82E+13,3.12E+13,5.27E+11,TRUE,9120.674805,10757.07324,0.179416378,1,basic_materials,519,9596.826923,18.490996,0.098717949,0.11520413,0.298371336,0.100325733,-5.273899033,1.968215159,1.371449022,0.246478718,0.604330709,0.060629921
SMRA.jk,2.92E+12,1.55E+12,2.74E+12,9.69E+11,2.78E+11,-6.65E+11,2.16E+12,4.49E+11,4.49E+11,6.91E+11,1.55E+12,6802055000,1.18E+12,4.11E+12,-5.79E+11,5.66E+12,76740768000,22996315000,1.52E+12,1.44E+12,605798000,1.4E+11,1.4E+11,1.4E+11,8.09E+12,4.89E+12,6067448000,2.16E+12,4.55E+11,6.9E+12,1.24E+13,4.01E+11,2.39E+12,2.11E+12,1557398000,3.77E+11,5.44E+12,1.93E+12,1.4E+11,2.33E+13,1.05E+13,7.23E+12,1.42E+13,6.9E+12,1557398000,FALSE,926.3294067,792.9760742,-0.143958868,-1,properties_realestate,30.13,845.8269231,28.07258291,0.065072464,0.096453018,0.48409894,0.079328622,-2.330827068,1.452282158,0.29253112,0.988405797,0.242918455,0.019270386
SMSM.jk,2.74E+12,8.05E+11,1.19E+12,8.28E+11,1.95E+11,-5724000000,2.87E+11,5.57E+11,5.57E+11,6.34E+11,8.05E+11,13689000000,3.75E+11,3.13E+12,23586000000,3.93E+12,2.52E+11,49899000000,66860000000,1.44E+11,40124000000,1.4E+11,1.4E+11,6567000000,7.58E+11,25231000000,66035000000,2.87E+11,9.42E+11,1.86E+12,1.26E+11,82060000000,87854000000,1.48E+11,3034000000,7.49E+11,1.67E+12,9067000000,1.4E+11,2.8E+12,1.85E+12,4.7E+11,6.51E+11,1.86E+12,3034000000,TRUE,993.9730835,1150.268799,0.157243408,1,consumer_cylicals,97,1382,14.24742268,0.299462366,0.345493562,0.302798982,0.14173028,-140.6359189,3.936170213,2.444382979,0.018439785,1.403571429,0.198928571
SOCI.jk,84371096,39015831,48030726,15309792,1901313,-21239234,301652,13375119,13375119,13408479,39015831,2.85665E+11,7776280,93385991,-23706039,132401822,9137260,102233949,6570425,65774670,197743,14153062,286921,1.4696E+12,18667049,304043555,1.4E+11,301652,51279975,326624966,14820489,16553709,1450141,1741936,1.4E+11,561453984,158903268,13461677,1.4E+11,669877417,93316023,36719559,342663878,326911887,1.4E+11,FALSE,230.3248291,129.663269,-0.437041723,-1,energy,0,191.3692308,9343.202772,0.040913529,0.061621017,0.362764842,0.101019146,-1.83696978,2.54131655,3814.257421,0.971225717,0.197650822,0.019966517
SRIL.jk,850736457,136966553,183209109,99413342,14857309,-63434510,1.6851E+12,84556033,84556033,84556033,136966553,4444749,41797807,896979013,-37553211,1033945566,58869805,44669942,128073266,167476063,3215137,1.4E+11,1.4E+11,1.4E+11,363850680,587281982,27561,1.4E+11,209329778,516247531,4410909,4677686,23148388,31787156,-9925233,653580976,314026759,10629232,1.4E+11,1364271991,706252545,228955322,848024460,516247531,-9925233,FALSE,362.486145,349.9322205,-0.03463284,0,consumer_cylicals,0,346.8230769,9343.202772,0.163789709,0.120641718,0.177194153,0.081779966,-2.159180437,3.08467407,612.9466737,1.158187067,0.757873483,0.061978868
SSIA.jk,2.72E+12,2.68E+11,9.58E+11,2.14E+11,1.24E+11,-1.69E+11,4.41E+11,37674434371,37674434371,89833255584,2.68E+11,21498567878,6.68E+11,3.41E+12,-54603501981,3.68E+12,4.63E+11,2.9E+11,1.37E+12,5.88E+11,2802766707,28850804677,1.4E+11,1.4E+11,4.63E+11,7.52E+11,3.2E+11,4.41E+11,1.26E+12,3.94E+12,2.37E+12,1.38E+11,6.67E+11,2.34E+11,1.46E+11,1.25E+12,2.96E+12,7.47E+11,2.12E+11,7.4E+12,3.46E+12,2.03E+12,3.02E+12,3.94E+12,1.1E+11,TRUE,483.3565979,485.8898926,0.005241047,0,infrastructures,8.1,523.0461538,64.57359923,0.009562039,0.04990689,0.260326087,0.010237618,-1.585798817,1.704433498,1.4,0.380456853,0.497297297,0.00509114
SSMS.jk,2.22E+12,7.77E+11,1.49E+12,3.41E+11,2.54E+11,-4.5E+11,18555072000,86203451000,86203451000,86770969000,7.77E+11,1.57E+11,5.57E+11,2.93E+12,-4.37E+11,3.71E+12,38096796000,5.41E+11,2.3E+12,9.53E+11,9129392000,1.4E+11,1.4E+11,7778577000,4.55E+11,5.85E+12,95000000000,18555072000,2.93E+12,4.04E+12,5.11E+11,3.84E+11,5.09E+11,2.18E+11,1.22E+11,4.58E+12,2.44E+12,1.04E+11,20000000000,1.13E+13,6.1E+12,1.16E+12,7.23E+12,4.05E+12,1.22E+11,FALSE,1256.213257,1067.437256,-0.150273849,-1,consumer_noncylicals,9.05,1312.865385,145.0679983,0.021284803,0.076627219,0.401617251,0.023235432,-1.726666667,5.25862069,4.525862069,1.470123457,0.328318584,0.007628624
TBIG.jk,7.84E+11,3.15E+12,3.53E+12,1.03E+12,3.32E+11,-2E+12,3.09E+11,6.81E+11,6.81E+11,7.03E+11,3.15E+12,26545000000,3.22E+11,1.17E+12,-2.12E+12,4.32E+12,2.32E+11,1.4E+11,2.21E+11,4.53E+11,3.45E+11,1.4E+11,4.29E+11,1685000000,22723000000,1.9E+13,1.4E+11,3.09E+11,1.21E+12,2.94E+12,4.78E+12,5.14E+11,1.71E+12,42695000000,2.56E+12,2.19E+13,1.34E+12,3.89E+12,1508000000,2.91E+13,2.03E+12,6.42E+12,2.54E+13,3.37E+12,1.58E+12,FALSE,1131.814209,655.4850464,-0.420854553,-1,infrastructures,31.26,1046.680769,33.48307003,0.202077151,0.138888889,0.81712963,0.157638889,-1.575,0.316199377,0.223132087,6.792284866,0.148453608,0.023402062
TBLA.jk,6.23E+12,1.78E+12,2.38E+12,1.04E+12,2.79E+11,-6.77E+11,19944000000,7.58E+11,7.58E+11,7.64E+11,1.78E+12,56749000000,5.45E+11,6.83E+12,-7.37E+11,8.61E+12,1.64E+12,5.15E+11,2.24E+11,6.68E+11,3041000000,1.4E+11,1.4E+11,1.4E+11,3.29E+12,6.56E+12,1.4E+11,19944000000,2.04E+12,4.76E+12,3.02E+11,6.27E+11,5.78E+11,1.69E+12,3.81E+11,9.83E+12,3.2E+12,4.9E+11,1.4E+11,1.63E+13,6.2E+12,3.3E+12,1.16E+13,4.76E+12,3.81E+11,FALSE,954.1324463,700.9217529,-0.26538317,-1,consumer_noncylicals,141.84,1044.5,7.36393119,0.159243697,0.136923077,0.276422764,0.088037166,-2.629246677,1.878787879,0.728484848,1.481092437,0.528220859,0.046503067
TINS.jk,9.86E+12,1.45E+11,1.15E+12,1.99E+11,15201000000,-2.99E+11,190000000,1.32E+11,1.32E+11,1.84E+11,1.45E+11,70404000000,9.39E+11,1.09E+13,53955000000,1.1E+13,1.32E+12,55000000,7.85E+11,3.72E+11,1.97E+11,1.4E+11,1.4E+11,1.4E+11,4.22E+12,1.5E+12,1.53E+11,190000000,1.96E+12,6.15E+12,2.73E+12,2.05E+12,2.8E+11,9.37E+11,27997000000,3.32E+12,5.75E+12,1.18318E+12,1657000000,1.52E+13,9.02E+12,6.64E+12,9.07E+12,6.15E+12,27997000000,FALSE,720.6929321,717.494873,-0.004437478,0,basic_materials,71,870.0576923,12.25433369,0.021463415,0.016939252,0.104545455,0.012,-0.484949833,1.358433735,0.413653163,3.22391249,0.723684211,0.008684211
TKIM.jk,941482000,39624000,114318000,250802000,5093000,-57689000,1.6851E+12,245709000,245709000,245709000,39624000,2.85665E+11,74694000,1016176000,211178000,1055800000,65281000,29215000,153999000,684810000,1389000,1.4E+11,1.4E+11,1.4E+11,330968000,1108432000,809134000,1.4E+11,123735000,1235185000,139482000,62188000,25253000,66460000,882000,1074841000,520278000,65251000,256667000,2965136000,941679000,555059000,1729951000,1235185000,882000,TRUE,2869.73584,10933.08984,2.80978963,1,basic_materials,0.08,10619.19231,132739.9039,0.198924857,0.016440968,0.108276189,0.232723054,-0.68685538,1.696538566,0.962782335,0.950208268,0.356071357,0.082866014
TLKM.jk,6.13E+13,3.86E+13,6.95E+13,3.64E+13,9.43E+12,-3.51E+12,1.84E+13,1.8E+13,1.8E+13,2.7E+13,3.86E+13,-8.49E+11,1.04E+13,9.22E+13,-2.22E+12,1.31E+14,1.62E+12,2.46E+12,1.74E+13,4.95E+12,2.5E+12,4.74E+11,1.04E+12,5.74E+12,7.17E+11,3.14E+13,2.69E+12,1.84E+13,1.27E+13,9.21E+13,1.02E+13,6.01E+12,1.97E+13,8.88E+12,5.07E+11,1.43E+14,9.1E+13,5.49E+12,1.15E+12,2.06E+14,4.33E+13,4.63E+13,8.89E+13,9.89E+13,5.07E+11,FALSE,3793.674316,3232.642334,-0.147886175,-1,infrastructures,182.03,3766.846154,20.69354587,0.182002022,0.241703193,0.530534351,0.13740458,-10.997151,0.935205184,0.674946004,0.373003033,0.63592233,0.087378641
TOWR.jk,4.28E+11,3.88E+12,5.44E+12,2.96E+12,7.6E+11,-8.05E+11,4000000,2.2E+12,2.2E+12,2.2E+12,3.88E+12,-1.21E+11,9.52E+11,1.98E+12,-9.24E+11,5.87E+12,6.97E+11,20576000000,9.63E+11,5.1E+11,3793000000,2.51E+12,3.6E+11,8.32E+11,1.4E+11,9.12E+12,2.17E+11,4000000,1.02E+12,6.84E+12,3.29E+12,2.36E+11,1.25E+12,1.05E+12,81356000000,1.6E+13,7.55E+12,2.39E+12,1.4E+11,2.3E+13,2.28E+12,4.75E+12,1.49E+13,8.03E+12,-45282000000,FALSE,686.0073242,616.5614014,-0.101232043,0,infrastructures,43,598.7653846,13.92477639,0.273972603,0.21260274,0.926746167,0.374787053,-4.819875776,0.48,0.446947368,1.433374844,0.255217391,0.095652174
TPIA.jk,2152729000,314761000,390490000,254067000,71751000,-42071000,5686000,181651000,181651000,182316000,314761000,2.85665E+11,75729000,2228458000,-60694000,2543219000,568878000,459075000,726714000,380947000,1.4E+11,1.4E+11,1.4E+11,1.4E+11,288307000,539113000,8507000,5686000,160390000,1764391000,42297000,172253000,35456000,184046000,-3543000,1726965000,927912000,68952000,40219000,3173486000,1395717000,680250000,1403409000,1764391000,-3543000,FALSE,1462.390381,1460.981079,-0.000963697,0,basic_materials,0.01,1375.855769,137585.5769,0.102953937,0.126245971,0.153541634,0.071425622,-7.481661952,2.051770673,1.363209114,0.34463166,0.801396004,0.057240208
UNTR.jk,6.35E+13,1.62E+13,2.11E+13,1.6E+13,4.49E+12,-4.75E+11,3.27E+12,1.11E+13,1.11E+13,1.15E+13,1.62E+13,3.82E+11,4.34E+12,6.84E+13,-2.12E+11,8.46E+13,3.23E+13,9.7E+12,1.34E+13,9.33E+11,1.58E+12,1.19E+12,2.9E+12,1.4E+11,1.44E+13,2.96E+12,2.19E+12,3.27E+12,2.35E+13,5.09E+13,8.1E+12,4.01E+12,4.37E+12,7.16E+12,2.62E+12,4.74E+13,4.05E+13,54327000000,6.62216E+11,1.16E+14,5.57E+13,4.88E+13,5.92E+13,5.38E+13,2.62E+12,FALSE,28350.29688,22522.7207,-0.20555609,-1,industrials,118.7804969,34002.30769,9343.202772,0.206319703,0.241071429,0.249408983,0.131205674,-34.10526316,1.141393443,168.7540784,0.056028383,0.729310345,0.095689655
UNVR.jk,2.07E+13,9.5E+12,2.11E+13,1.21E+13,3.07E+12,-1.92E+11,1.6851E+12,9.08E+12,9.08E+12,9.08E+12,9.5E+12,-5561000000,1.16E+13,3.23E+13,2.65E+12,4.18E+13,4.57E+12,96000000000,3.52E+11,76300000000,1.4E+11,1.4E+11,61925000000,4.34E+11,2.66E+12,1.4E+11,1.4E+11,1.4E+11,5.01E+12,6.89E+12,49228000000,1.39E+11,1.66E+12,7.72E+11,1.4E+11,1.15E+13,7.21E+12,1.4E+11,1.4E+11,2.03E+13,8.26E+12,1.13E+13,1.29E+13,7.38E+12,1.4E+11,FALSE,9740.731445,8080.275879,-0.170465183,-1,consumer_noncylicals,238.8,9448.903846,39.56827406,1.230352304,1.055555556,0.504784689,0.21722488,-49.47916667,0.730973451,0.486902655,0.037940379,2.0591133,0.44729064
WEGE.jk,5.23E+12,4.8E+11,5.97E+11,6.18E+11,1.74E+11,-465456679,25736507868,4.44E+11,4.44E+11,4.44E+11,4.8E+11,38461172398,78373881920,5.34E+12,1.38E+11,5.82E+12,1.6E+12,5.23E+11,1.77E+12,9.57E+11,47881493,1.4E+11,1.4E+11,1.4E+11,2.99E+11,4.97272E+12,2.33E+11,25736507868,2.81E+12,2.11E+12,2.97E+11,3.59E+11,1.84E+11,8.73E+11,7958123768,86169463218,6.23E+11,1.18318E+12,13843672162,5.89E+12,5.27E+12,2.88E+12,3.75E+12,2.11E+12,7958123768,FALSE,231.3344116,208.7213745,-0.097750425,0,infrastructures,46.41,240.2653846,5.177017552,0.21042654,0.159468439,0.10257732,0.07628866,-1031.245273,1.829861111,1.595084608,3.22391249,0.98811545,0.075382003
WIIM.jk,5.23E+11,52186278119,4.36E+11,70730637719,19587786800,-1191546500,1259528070,51087231805,51087231805,51142850919,52186278119,2483026345,3.82E+11,9.08E+11,18544359600,9.6E+11,82882230951,3.04E+11,87068080028,2.1E+11,14417712583,1.4E+11,1.4E+11,1725523673,6.53E+11,4.97272E+12,1.4E+11,1259528070,63505860269,1E+12,44877789977,59163122787,40371122101,1E+11,274928530,3.2E+11,4.9E+11,1.18318E+12,17390283973,1.26E+12,8.89E+11,1.5E+11,2.5E+11,1E+12,274928530,FALSE,261.4637146,127.1254578,-0.513793117,-1,consumer_noncylicals,24.33,217.7,8.947801069,0.051087232,0.047014665,0.454166667,0.053215866,-43.7970974,5.926666667,1.119761495,3.22391249,0.761904762,0.040545422
WIKA.jk,2.76E+13,2.79E+12,3.6E+12,3.09E+12,1.01E+12,-9.73E+11,2.41E+12,1.73E+12,1.73E+12,2.07E+12,2.79E+12,31806557000,7.86E+11,2.84E+13,2.98E+11,3.12E+13,1.32E+13,6.56E+12,1.4E+13,8.97E+11,31437295000,43592119000,4847052000,7.28E+11,5.98E+12,8.88E+12,3.47E+12,2.41E+12,2.18E+13,1.41E+13,4.62E+12,3.29E+12,2.27E+12,4.67E+12,1.88E+12,4.68E+12,5.48E+12,2.59E+11,1.4E+11,5.92E+13,4.57E+13,2.83E+13,4.2E+13,1.48E+13,1.87E+12,TRUE,1439.496704,1563.898193,0.086420128,1,infrastructures,193.02,1577.673077,8.173624894,0.116891892,0.090291262,0.115384615,0.055448718,-2.867420349,1.614840989,1.269964664,0.6175,0.527027027,0.029222973
WOOD.jk,1.36E+12,4.73E+11,7.38E+11,3.25E+11,82602301461,-1.56E+11,10260274523,2.39E+11,2.39E+11,2.42E+11,4.73E+11,5649920523,2.59E+11,1.63E+12,-1.49E+11,2.1E+12,77142451785,2.27E+11,64166199514,6.31E+11,7453231366,5778312674,1.4E+11,1.4E+11,1.57E+12,2.05E+11,18870000000,10260274523,5.84E+11,2.44E+12,3.11E+11,98202696742,88073723701,1.2E+11,1.04E+12,1.93E+12,5.4E+11,54856404655,1.4E+11,4.59E+12,2.33E+12,1.79E+12,2.14E+12,2.44E+12,1.04E+12,TRUE,240.4448853,606.0393677,1.520491825,1,consumer_cylicals,38.2,461.7115385,12.08668949,0.09795082,0.168928571,0.351428571,0.113809524,-3.032051282,1.301675978,0.440316313,0.106498526,0.45751634,0.052069717
WSBP.jk,6.15E+12,1.65E+12,1.85E+12,1.39E+12,2.91E+11,-3.32E+11,1.6851E+12,1.1E+12,1.1E+12,1.1E+12,1.65E+12,2.85665E+11,1.96E+11,6.35E+12,-2.56E+11,8E+12,1.4E+12,3.94E+12,1.3E+12,2.64E+12,2.9425E+11,1.83E+11,1.4E+11,7501599858,2.23E+12,4.97272E+12,14464881275,1.4E+11,5.52E+12,7.87E+12,2.38E+11,1.19E+12,3.51E+11,12812799172,3.07E+11,4.73E+12,1.77E+12,1.18318E+12,1.4E+11,1.52E+13,1.02E+13,7.33E+12,7.34E+12,7.88E+12,-4.69E+11,FALSE,340.8911133,336.9689026,-0.011505758,0,basic_materials,42.62,394.3153846,9.251886077,0.139593909,0.209656925,0.23125,0.1375,-4.969879518,1.39154161,0.94952251,3.22391249,0.526315789,0.072368421
WSKT.jk,3.99E+13,6.77E+12,8.86E+12,7.03E+12,2.41E+12,-2.46E+12,1.09E+13,3.96E+12,3.96E+12,4.62E+12,6.77E+12,4.23E+11,1.67E+12,4.2E+13,2.55E+11,4.88E+13,1.4E+13,5.55E+12,1.08E+13,1.36E+12,1557248071,3.92E+11,2E+12,4.03E+13,5.09E+12,3.31E+13,7E+12,1.09E+13,4.75E+13,-2.43E+13,1.04E+12,3.53E+12,8.47E+12,5.64E+12,7.44E+11,7.09E+12,1.03E+13,2.42E+12,1.4E+11,1.24E+14,6.7E+13,5.68E+13,9.55E+13,1.8E+13,7.44E+11,FALSE,2057.42334,1600.783203,-0.221947583,-1,infrastructures,291.95,2125.038462,7.278775345,0.22,0.100744048,0.181557377,0.081147541,-2.75203252,1.179577465,1.028873239,1.973333333,0.393548387,0.031935484
WTON.jk,6.05E+12,7.25E+11,8.82E+11,6.57E+11,1.7E+11,-94839584808,72329841225,4.86E+11,4.86E+11,4.87E+11,7.25E+11,2.85665E+11,1.5E+11,6.21E+12,-68089626217,6.93E+12,1.15E+12,9.73E+11,8.65E+11,8.72E+11,1312527614,1.4E+11,1.4E+11,1.4E+11,1.27E+12,3.5E+11,57410333011,72329841225,3.11E+12,3.06E+12,5692527614,5.38E+11,8.11E+11,1.07E+11,1.4E+11,2.95E+12,1.28E+12,1.18318E+12,1.4E+11,8.88E+12,5.87E+12,5.25E+12,5.74E+12,3.06E+12,-58246193143,FALSE,435.5231323,335.2594604,-0.230214343,-1,basic_materials,55.8,439.5,7.876344086,0.158823529,0.199724518,0.127272727,0.07012987,-7.644487283,1.118095238,0.783809524,3.22391249,0.780405405,0.05472973
